PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 PC52 PC53 PC54 PC55 PC56 PC57 PC58 PC59 PC60 PC61 PC62 PC63 PC64 PC65 PC66 PC67 PC68 PC69 PC70 PC71 PC72 PC73 PC74 PC75 PC76 PC77 PC78 PC79 PC80 PC81 PC82 PC83 PC84 PC85 PC86 PC87 PC88 PC89 PC90 PC91 PC92 PC93 PC94 PC95 PC96 PC97 PC98 PC99 PC100
SI_1_WT_Enterocyte -6.49113145279165 12.7218954851131 -23.2807600644595 -17.6302161014842 -1.1453770110264 0.754736593283924 -3.37223160933905 0.870719306169514 -0.0333977044380726 -0.249881380889589 0.358206744140229 1.20666484975084 0.488391104593223 2.6221064395829 0.0697071425081084 6.92081847523125 -0.951245777230066 -2.18334726700387 1.0526490901677 1.41806065294233 0.874074252882841 -0.193470084953353 -0.342176042231589 0.377598283101009 -0.0350427544469184 -0.720311156384595 0.889404533296927 1.81070673074983 1.34386005577663 1.61634083614707 -1.14441695734924 0.34977230773176 -2.45261484992442 -0.182565752405892 -0.119464034907212 -0.702364331343012 -0.385850111195697 1.72290486084756 -1.19739041681934 1.82739691996823 1.01094831014081 -0.934140208228304 2.01286601390265 -0.852004942725886 -0.224835227166287 -0.289113067559696 -1.8216237368992 -0.591682064086133 -1.98570224385673 -0.802521682496247 -0.653148991609716 -2.19372503667344 1.22990007724827 1.00205488300735 -1.43771226861642 -0.829289198492315 1.85512299438205 -1.49750587520701 0.96154270590964 2.24451654546199 0.0725134495315534 -0.695971318947544 -1.33999076656158 -0.656986344795387 -0.293728517890536 -0.868899144758607 -0.863166890589352 -2.02765813364139 1.12282672658659 -0.550362268804484 0.804661352274135 0.912506754466906 -2.2218616915783 0.497024018986841 0.818921236407824 -4.81280162843084 1.83088300813724 0.676816596768351 0.996117239128275 1.36590218448093 -0.866148514056458 0.338284207967997 -1.12907448045554 0.63375633163168 -0.490143149249466 -2.34966337725084 0.0750036693750936 0.736137784407476 -1.81901621256719 0.218278690808334 1.43967298289488 -0.47732984479929 -0.525376994357612 -0.46006389656479 -1.69126849958435 -1.41123460520944 -1.53627527222801 0.379870579370261 -0.974013557778534 1.01739213931547
SI_2_WT_Stem -2.56227950684224 -0.328826441501791 1.98176220009564 5.39522615505085 -0.747173979588362 -0.590016428919283 -6.8368335808367 2.23334366069984 1.35662641422435 -0.0254091943286904 -0.0386706056201002 1.03652522342076 -0.829294430367209 2.14298658251176 -0.290118176991594 2.19589855365647 0.397905747669716 -0.653789472996259 0.925530958012282 1.65230905491922 0.110731671600379 1.37573369659502 -0.516767446251344 -0.690218271547832 0.379366348935319 1.72438771568125 -0.930230790848725 -0.396867628222777 -0.0892774794389898 1.14751088474627 0.551673884570486 2.08170418419307 -3.80493407712332 -0.329847332055544 -0.828897857057915 0.495654077954239 0.730023788404252 1.34706786465439 1.4928605519996 1.08179969037377 -1.00627023458505 -1.59674141310038 0.919141078096549 0.0075601454194488 2.52305886121707 -0.912540440819638 -0.935449758754718 -0.983680179870196 -1.55045541766535 -0.723757520877921 1.50224416275578 -0.806557884820162 -1.09702764351467 -0.445717082906969 -0.533561948893056 -1.44461963686888 -4.00372995641602 -0.595212751136264 -2.70115566653551 2.46764194777953 1.54024012204388 1.09502771902349 1.20087376598541 1.48871487589393 -0.797378093576256 1.96203948830575 1.73353446715985 1.69354144711513 -0.632305899471626 1.82887597339018 -2.01777414210607 1.68583629631122 1.02654934693766 0.944205429115933 0.932401439730538 0.747045555917359 -0.157778310698959 2.96624219627487 2.83052540176308 -0.00694940094948254 -0.556771749595325 -2.15479325293921 -0.753255931352493 -1.04991871374876 1.37376455446063 -0.703586799717236 -2.30324805650579 -0.0934871771619679 -0.269158607011789 1.4936526807088 0.63547933227281 2.13211692929585 -0.756667217480921 2.07864049511924 -0.865937760495074 1.14963655236774 0.228074084771245 1.76738977992128 2.54342935044013 0.118574697582629
SI_3_WT_Stem -3.85767111754499 0.904220898222091 1.57423422044389 3.21940740051028 1.58256999136508 -0.00693684296845958 2.96516277194404 1.25706708697195 -0.476425600169352 0.935256270400839 0.345483577484 1.43122418248042 0.916234645007512 -0.19358341178042 -0.496070901277309 -1.77336127173692 1.27204244352277 -2.44648902548219 -0.0193968962635968 -2.54626180801988 0.46104101476529 0.858348517896439 1.3343866416394 -3.41787803168877 -3.21997653617759 2.12831133483325 -1.14237348070002 2.54924957802686 0.685134938746166 2.76157470323508 -1.64554952978641 -2.04730158344134 1.59963796659586 0.28276025305009 -0.0560396909018869 -0.572566571210364 -1.69872547970651 -0.212831521725331 -0.0192593228045902 1.67911730331669 0.557565311828927 -1.85131778776348 -0.143692026407833 0.0970270168460276 2.23221184683092 -1.43575746990366 -0.419290391838294 2.47545149696065 -1.29853350810556 -2.62427565203114 -0.428620885186456 0.132505619680631 -2.92043885854096 3.25158261781506 0.629240647083321 0.367328200678718 3.35996011313753 -1.8511574567227 -0.0177971263697576 -0.318969139978547 1.46777827475787 0.0802236862860403 2.3292592319429 -0.50807633869881 -0.0920532141852681 1.08412811388816 -0.767899225055849 -0.289508163633102 2.88071719487108 0.690910391689709 0.78482891965845 0.704383933634516 1.04755774072146 1.80469077343354 0.840732149145997 -0.884083780323679 0.0781876499166365 -1.928731116121 0.896500767267181 -2.36156919125331 1.18279745661107 0.600904479626448 -0.720715404038741 -1.75228123432131 -0.328390284092351 -0.807533013147391 1.10100975440199 -1.05164967423141 2.52810112978937 -1.25044990883428 0.00721843022028917 -0.0938433206035044 0.981133407388933 -1.63980059772063 -3.93358392919094 1.28933856393987 -1.14159504170557 -1.45556427272813 2.34552387770688 2.26661872740262
SI_4_WT_Goblet 4.83112668175735 -17.1863801538634 6.95045644037584 -17.0826817095672 11.3110013611853 -0.512815504027011 -2.67767727713398 0.175610934311526 0.235678027122731 1.10147472444188 -2.3275154242051 0.0496194959653891 1.1546887136388 -0.411488036997032 -0.239838145861912 1.4689082151776 -0.0436973071450575 1.71699675726453 0.997602737627947 0.0967964408190374 -0.590436022859986 0.572874989122271 -0.0592332432681423 0.234450458628027 -0.915508523738151 0.470891344697587 -0.374923330237579 0.0285870513927594 -0.832418455928489 -1.36397002474073 -0.738998439430927 0.931609183712459 -0.392729461189401 1.33379854507172 -0.927483768239407 1.13300640829426 0.434235447616681 -0.762023480235248 0.646163889455309 -0.469896033921043 0.704238244903966 -1.68470658327344 -1.6105290092113 0.186258602809529 1.01336147758674 0.938180014643689 0.982492952781109 1.04311899272399 -1.05562464323448 -1.83691007758429 -1.79230124419791 -0.909137777301207 -1.92018019134705 -0.68354028471178 -1.57048193969573 0.367730041529116 1.57471733120447 0.0984683713804701 -0.607548036390261 0.0780212780850716 1.16710737444626 0.206004633273441 -0.850929493029998 -3.0097306343233 0.590726968045256 -0.235263251705802 0.292496203835496 0.0913098357791931 2.0070557707769 0.202685469188542 1.2313476159436 2.47547548662764 1.80196332834584 -0.345724239137587 -0.181163932106114 -0.781951075256013 0.0463000183166295 -0.887199756791995 -2.24971996727996 1.1622347760307 -1.61266520124137 -1.69384034753132 0.846405310315235 -1.46404698960399 1.28796015729533 -1.54754907060758 -2.13643330609069 -1.26781723848848 -0.411179977573845 -1.63754034985859 0.980657810147669 0.202179488788078 0.387198647357042 1.20840720929734 1.17087166103459 -0.654629140951805 0.493715218813771 0.64631188402044 -1.338186317715 -1.13595622087398
SI_5_WT_Goblet 4.43961683931759 -15.0410014189789 4.2839418036648 -16.6422817746054 5.96578817531846 0.168889698340398 -1.92072974288064 1.12280672208385 0.152984495150827 1.33038713167801 -1.23029817141 0.928126405750101 0.440662016883494 2.5120502505858 -2.28351217231245 -0.888770083033243 -0.171647655780972 -1.58788509284718 -1.05077686323638 -2.03959268054369 1.21598132053204 0.0423034357339699 -1.90024399725059 0.315035198286758 -2.53892396448159 3.47126495369085 0.408933890058021 -2.10895360091217 5.35255417210684 -1.53844360033719 -6.82930818471274 -1.38789318461286 0.668205182768891 4.09360330091106 -2.16347705006944 1.13919125111856 1.30295679967447 -2.1859743265604 -1.54755282764757 -2.32939154279886 0.322681394042669 -0.893940483735384 -0.218952770773741 -0.529518493998215 1.39336525102239 0.938903136084449 -1.6373745294713 2.71049577873798 -1.00170833070586 0.344857974404561 1.13257116624475 -0.244182079635214 2.087161111097 3.03721232924222 -2.13141178182972 0.104864632293945 0.274352012900166 0.0648480287603126 0.818101115110996 0.264274905736038 2.94568025733836 -1.34800951161399 -0.166388660246905 0.0864799734452802 -0.921871928806261 3.03684595759301 2.31248139248958 -0.237134273206581 1.2829196467828 0.545968569721442 0.517422846613902 -3.00629164374178 -2.66804034383701 -0.274841425600203 0.0259873400917098 -1.67620089415238 3.30509990820651 -1.60125224040011 1.51398947767735 -1.68921453012539 1.73231500048129 -2.10893163646588 -3.40325788493929 -0.534898276871484 1.72530725996852 0.50045136674891 3.02667232331029 0.544948447384966 -1.67567181881925 -0.163528104670353 -1.95921868010849 -2.2684837508468 -2.88782686783682 2.03724846351285 0.271877444239957 0.614055074840176 0.965274798372034 1.69973002786646 0.986189328113538 0.527639898541519
SI_6_WT_TA -4.27327010656875 1.84142305518722 2.45411654682929 4.16925211705866 1.35857990233783 -0.431805185089405 -0.729678359033202 -1.1498124888009 -0.444094057552053 1.03122822574971 -0.0387563831919791 0.00631224088757024 -0.105197106159884 0.934296954958876 -0.783427306947795 -2.3522429606234 -0.652906013806808 -0.0369918233316525 -0.35359418013667 0.61921067462327 0.379609797828704 -0.499768042167497 0.0197443237489892 1.93696918244319 -0.827703594935536 1.65806000962695 0.348889809975706 1.55475539804864 1.07199953843867 1.49898096775534 -0.723180297174405 -0.53453087311207 -0.853773675556035 -1.40415738169077 -1.22967566321505 -1.03451645936975 1.20999296982052 0.976047415166655 1.28193298353358 0.129547794662022 -0.683416118246724 -1.02761467158294 -0.779221739730798 -0.823197290238409 1.87221580490771 -1.3965648272942 -0.863746469342394 0.276056657014931 0.554821678496202 0.266246636321346 -0.132060350635063 -1.79200011477954 1.03775055249506 1.07168140401205 1.51093997249471 -1.16318784444964 -0.54412747978185 -1.419773249027 0.337835491669779 -1.45786366440962 1.10981206507682 -0.725171077569179 0.137483142751615 -0.56981993097962 0.0300824458652284 0.667824838062064 -0.99583429770768 -1.51051374227551 0.758813051137153 -0.170267425352289 0.957965686425024 -0.390316841088002 -0.202840048508389 -1.39378377955437 -0.956490487576356 -1.0792984145137 0.959374325398508 -0.0173885301147742 0.667416820644289 -1.3292732786824 0.11462381308538 -1.17241106020151 0.733202976958492 -0.58373744570963 0.945413308173588 0.537317549568832 1.27329828365854 -0.197597846150457 0.408903589962792 1.30006919129357 0.763304273089408 -0.914210858892588 -0.0995338075232324 1.12137455568708 1.26897437700159 0.137126603510456 -1.44418317398528 1.21583326550005 0.523584507266348 1.37876581510533
SI_7_WT_Enterocyte.Progenitor.Late -4.28284378198806 5.80438541469713 -6.10432172614286 -2.29730559969557 3.51542136229742 0.253145031515579 3.74005627054873 -3.02349179512763 -0.595606877404222 1.29717230102674 0.127296138495974 2.87483545489334 0.8482611433104 -0.238688694475623 -0.971290531305172 3.1515907464478 1.64005364698527 -2.5815164180236 1.11748729647261 -0.88376339462959 1.84960159746532 -0.744634967037529 0.0342618260722024 -1.99813743789573 -2.2817990134321 0.649314639564136 2.89594852537291 2.21498829596854 1.9662917678334 4.98466191603923 -3.54302438714092 -0.262680898283527 -0.492756399904662 -1.80574287901083 -1.81636187543906 -5.07110975665823 -0.849226412076797 2.1800550413111 2.52719017064016 -0.0651231697677906 -1.08330689134698 0.144293945008778 0.396388415649213 -0.294269853612093 -0.0379087812438915 -3.71673765779696 3.4886557956556 1.34458911573638 -1.43615472823295 0.614154257336337 0.434062671652857 0.0899590366854598 -0.840576018690176 -1.17123430942793 1.52183480783923 -2.32201062945444 -0.156016455422443 -1.16242650269435 -0.791344974672823 0.287762289497569 0.717907790136297 -0.192886972389952 -0.687391411954766 -1.53530087206133 -1.89381973029203 -1.08611346823121 0.816586861999787 -0.555296656276522 0.927463742571368 1.01047530209786 0.604384515391395 1.10770157740859 -3.12249278542235 1.62578343651083 0.209185966439919 -2.14745824299915 2.88774350107963 -1.68436176060924 0.855106067400688 -0.962060314111161 1.98425764375189 -1.61251382714914 0.774040461969691 -2.2143313243026 0.290138578930958 -1.28235243273699 3.91083953258538 1.18408058528092 -0.281497307771578 -0.580051536456145 0.969575077990331 -1.19594707726804 0.0465188200178232 -1.81886262350893 0.641328023624817 0.889895073434312 -0.60737855990666 0.103952067732169 -1.16313261358087 -1.73179836082731
SI_8_WT_TA -4.09908499483017 4.93358077684395 -1.23188385062385 1.34721762008032 4.30218226197039 -0.174834068659999 5.0977238936266 0.685820753587534 -0.137405400142698 -0.590603526612782 -0.201122573189898 -0.526772614238218 0.0288688287661298 -0.816455556485144 -0.119742933557371 2.05709506643032 0.202108478609995 1.15491239329454 -0.583137789970517 -1.67427534550435 0.36354005634716 -0.728956888781496 0.0906376397152317 -1.93875937963536 -0.612620013413386 1.142002706131 -0.60590522739345 1.11076742390408 0.478733619722521 0.587548876999311 -1.17697278297778 -1.07610450734063 -0.569709664766975 -1.09857509293751 0.858745151267288 -0.993262800121501 -0.941172091800319 0.522402465940123 1.20489390276472 -0.025284607022611 -0.433596309714722 0.240939306465341 -1.33646208638023 1.99526626070345 -0.348666649131965 0.376968477366764 -0.121118304803876 -0.169143169982361 -0.673085702964646 -0.672984710279803 -1.51570725287687 -0.290426867920905 -0.807490379518957 -0.853433533517482 0.205445617834619 2.27539314307511 -1.21841198193247 -0.0269904449851081 1.57341687338631 0.47760704900857 -0.489691609248763 0.501819403755849 -0.408092326869669 1.55765262688715 0.198220241923024 0.229485948905386 0.677135433245988 -1.18555935695869 -0.282470012747369 -0.493793128194083 -0.812256071305135 -1.07208192467132 0.0825935158837248 0.0933649948991091 0.0820236047981514 0.882088596394091 1.54956314699015 1.09092291929026 0.825759993805984 1.02364154752979 0.862463647379646 -0.375004124799933 1.00751549701366 -0.422432306209921 -0.917701790280537 -0.0785482245730151 0.0541530180873283 -1.53611835174479 -0.673968590125102 1.7173425131556 0.530959958776389 -0.867680240856121 -0.0525247766857774 0.183506341065612 0.498181894615364 -1.22595673653956 -0.6540777798226 -1.83043650892915 0.707821350224728 1.33402283827928
SI_9_WT_TA -4.2314643431786 1.36525951346476 3.20461875414017 5.4591332338229 0.600299180664206 -0.198280643704015 -0.933242214811005 -1.02564615106482 -0.349540587153159 0.405584970690926 -0.456873844399896 -0.478499732342083 -1.07253080643448 -0.185564074143851 -0.387219309310253 -1.97418966595276 0.560734712491461 0.481115742971213 0.423670414335388 1.16319528190374 -1.53014504797608 1.51289575856765 0.931775952784606 1.88798427921563 2.1105177063564 -1.03894765229094 -0.717076600167845 -0.00928171422265805 0.7423640455377 -0.579176241439787 -0.770211108478235 0.838068488631294 -0.197827357739795 0.483791743794221 -1.14304949253429 -0.533229065997229 -0.288809590443792 -0.403294028166546 1.17143424524983 0.907437366289888 -0.973201617496635 1.47274531212106 -0.694874527900972 0.705869927841179 0.528257585224534 -1.91447636911762 1.18535373267733 -0.707023218861978 0.780576731992447 0.366563995565217 -0.0161324304869438 -0.428099897839139 0.025565700966619 0.197152443947937 -0.642283880184487 -1.0477822642408 -0.217824299839059 -2.12931328543149 1.92809879005734 0.568893812237884 -0.598735914386696 -0.520273581290782 -0.191661666421434 1.8321738341353 0.0123696848188697 -1.6969937689983 0.46423984077891 -2.12113395688536 -0.155065420415706 0.896398222108816 -0.610689021695855 0.131807684856027 1.51335085186974 -0.648515813829863 -0.460610545074365 1.17240476031435 -0.297789700082829 -0.676278864725406 -1.62840557492732 1.67473004805744 0.528278931946054 0.827737758522925 -2.51700911639489 -0.501734596460053 -1.69191062172183 0.826796527722674 0.90546211500583 0.153295798164644 1.09107077637861 -0.337396078631764 1.36400951002797 1.12038821686631 1.52993793060408 -0.870322541462666 0.166868891534332 0.793811302023211 0.825313533985511 1.00152969732002 -0.826392249798818 1.79619063083377
SI_10_WT_Enterocyte -6.51773565575116 13.6512827336348 -26.8462038252169 -21.7324840217561 -2.61487187565059 0.199967328289743 -5.68188172130698 1.79206860620695 0.744153763251323 -0.240112223848577 -0.344929175031567 0.969157704876476 1.42783481393679 0.857692459278808 2.0233007125557 12.4419128009239 -0.0319697297199923 1.05361236932335 1.32847682929811 -0.214454127940529 -0.539198084448367 0.63869604668403 1.28133785902092 -0.54805909554092 -0.0579860737008285 -2.68827275122847 1.67296740753186 0.759083338507694 2.1293432686985 2.49314571878692 -1.78587577521245 -1.62972544915789 -4.29705180475462 -1.01969550129461 1.1993983754454 1.37671358856043 -2.31871920269771 0.742359947613936 -3.77351993756191 4.47417422375103 1.24999473514522 0.73537010837606 -1.32572975000909 0.989513769460137 -1.63037799156436 -3.60158558461324 0.802830335389435 2.0020143190797 2.2600058266874 0.965912123425854 1.19736503024424 -0.841230328007217 -2.0396950149393 -1.17104940543576 -1.95453038344403 0.580976060610411 1.96861181753309 2.3589511437911 -2.62023232060541 0.818543368398197 -1.47150534565618 4.04510789821823 2.17897231228234 1.10000215231778 -0.983743319295929 -0.686336744873188 0.241326820681755 1.51711682933898 -0.234496162071917 -3.45039624726796 -0.0583794579249474 1.28608354787144 0.433113046576454 -0.51510538199384 -0.657573147760792 -1.50585650131595 1.98220831412672 3.60272267086002 1.70338835513263 0.393030587743448 -2.48937249110781 -0.473357689718527 -0.872525253246637 0.309962004712176 -0.489696047400376 2.29948331265543 -0.95358023885945 -0.867495184983461 -0.609674502810192 1.57184152261774 1.66115794491842 -2.01038499411641 -0.124438067023185 -1.48143462903585 2.19982491943346 -4.39420460844894 -0.584233938199565 1.76143008377089 0.125530767714192 0.686955895639814
