Nradd	0.000946384	0.043761094	1.012E-113	1.4132E-109	2.342130606	3.63321568	4.233374024	5.03895678	0.752041837	0.74
Endod1	6.04201E-05	0.000711489	1.66962E-50	2.2433E-46	2.184772507	2.441702303	3.099958362	4.832026283	2.009970887	0.76
Tppp3	0.017714541	0.278774391	1.8714E-215	2.6359E-211	1.829996947	4.891496773	6.167535722	7.227265403	0.542753895	0.86
Gga2	1.12161E-07	4.42224E-05	1.9305E-123	2.7008E-119	1.742765612	3.954329834	4.931058796	6.431065575	1.339867238	0.92
Rbm38	6.42544E-09	5.16811E-06	2.0008E-159	2.8117E-155	1.737708098	4.090421966	5.607275841	8.845788529	3.789020082	1
Ldhb	0.002916394	0.031743304	1.2964E-37	1.6953E-33	1.688446508	1.858924148	2.00772318	2.242362041	0.343999402	0.34
Slc44a2	0.002652274	0.030216387	3.52068E-33	4.53851E-29	1.632011853	1.866988803	2.163380015	3.001129162	1.038238747	0.54
Stoml1	0.010630167	0.20677353	1.72233E-29	2.18339E-25	1.625965006	1.92257644	2.197223179	3.057657238	0.871987109	0.48
BC016579	0.010119236	0.201670723	3.14336E-87	4.35198E-83	1.582351557	2.764689378	3.489242276	4.896722609	1.138267646	0.82
Rabl5	0.006635844	0.156245387	2.23773E-17	2.62015E-13	1.558687381	1.751331062	2.060561615	3.355625281	1.378980774	0.5
Cbr3	0.001077671	0.047622932	2.3477E-262	3.3124E-258	1.539066849	4.949797566	6.339532048	7.095707383	0.318162025	0.92
Ninj1	6.76585E-05	0.001619615	2.51543E-34	3.25295E-30	1.480395297	2.066463423	2.554224182	5.756170329	3.421790443	0.8
Cnp	0.014896483	0.139295041	1.4198E-46	1.8943E-42	1.475772624	1.848359642	2.464304198	5.838635927	3.377966206	0.84
Wdr6	0.00724551	0.063482664	9.78987E-84	1.35365E-79	1.462748151	2.635854329	3.674775618	5.761885644	2.198806473	0.86
Gadd45a	0.046850842	0.444406706	2.51707E-64	3.4353E-60	1.44656111	2.636104042	3.291192137	4.697938413	1.143585671	0.7
